"StatusAcount1","Duration2","Credithistory3","Purpose4","Creditamount5","Savings6","employment7","Installment8","sex9","debtors10","residence11","Property12","Age13","installment14","Housing15","existingcredits16","Job17","peoplemaintenance18","Telephone19","foreign20","classlabel21"
A12,12,A34,furniture,3617,A61,A75,1,male,none,4,car,28,none,rent,3,skilled,1,yes,yes,1
A14,12,A34,television,1655,A61,A75,2,male,none,4,realState,63,none,own,2,unskilled,1,yes,yes,1
A11,24,A32,oldCar,2812,A65,A75,2,female,none,4,realState,26,none,rent,1,skilled,1,none,yes,1
A11,36,A34,education,8065,A61,A73,3,female,none,2,unknown,25,none,own,2,management,1,yes,yes,2
A14,21,A34,oldCar,3275,A61,A75,1,male,none,4,car,36,none,own,1,management,1,yes,yes,1
A14,24,A34,television,2223,A62,A75,4,male,none,4,lifeInsurance,52,bank,own,2,skilled,1,none,yes,1
A13,12,A34,newCar,1480,A63,A71,2,male,none,4,unknown,66,bank,free,3,unemployed,1,none,yes,1
A11,24,A32,newCar,1371,A65,A73,4,female,none,4,realState,25,none,rent,1,skilled,1,none,yes,2
A14,36,A34,newCar,3535,A61,A74,4,male,none,4,car,37,none,own,2,skilled,1,yes,yes,1
A11,18,A32,television,3509,A61,A74,4,female,guarantor,1,realState,25,none,own,1,skilled,1,none,yes,1
A14,36,A34,oldCar,5711,A64,A75,4,male,none,2,car,38,none,own,2,management,1,yes,yes,1
A12,18,A32,repairs,3872,A61,A71,2,female,none,4,car,67,none,own,1,skilled,1,yes,yes,1
A12,39,A34,television,4933,A61,A74,2,male,guarantor,2,realState,25,none,own,2,skilled,1,none,yes,2
A14,24,A34,newCar,1940,A64,A75,4,male,none,4,realState,60,none,own,1,skilled,1,yes,yes,1
A12,12,A30,retraining,1410,A61,A73,2,male,none,2,realState,31,none,own,1,unskilled,1,yes,yes,1
A12,12,A32,newCar,836,A62,A72,4,female,none,2,lifeInsurance,23,bank,own,1,unskilled,1,none,yes,2
A12,20,A32,oldCar,6468,A65,A71,1,male,none,4,realState,60,none,own,1,management,1,yes,yes,1
A12,18,A32,A49,1941,A64,A73,4,male,none,2,lifeInsurance,35,none,own,1,unskilled,1,yes,yes,1
A14,22,A32,television,2675,A63,A75,3,male,none,4,car,40,none,own,1,skilled,1,none,yes,1
A14,48,A34,oldCar,2751,A65,A75,4,male,none,3,car,38,none,own,2,skilled,2,yes,yes,1
A12,48,A33,education,6224,A61,A75,4,male,none,4,unknown,50,none,free,1,skilled,1,none,yes,2
A11,40,A34,education,5998,A61,A73,4,male,none,3,unknown,27,bank,own,1,skilled,1,yes,yes,2
A12,21,A32,A49,1188,A61,A75,2,female,none,4,lifeInsurance,39,none,own,1,skilled,2,none,yes,2
A14,24,A32,oldCar,6313,A65,A75,3,male,none,4,car,41,none,own,1,management,2,yes,yes,1
A14,6,A34,furniture,1221,A65,A73,1,male,none,2,lifeInsurance,27,none,own,2,skilled,1,none,yes,1
A13,24,A32,furniture,2892,A61,A75,3,male,none,4,unknown,51,none,free,1,skilled,1,none,yes,1
A14,24,A32,furniture,3062,A63,A75,4,male,none,3,unknown,32,none,rent,1,skilled,1,yes,yes,1
A14,9,A32,furniture,2301,A62,A72,2,female,none,4,lifeInsurance,22,none,rent,1,skilled,1,none,yes,1
A11,18,A32,oldCar,7511,A65,A75,1,male,none,4,lifeInsurance,51,none,free,1,skilled,2,yes,yes,2
A14,12,A34,furniture,1258,A61,A72,2,female,none,4,lifeInsurance,22,none,rent,2,unskilled,1,none,yes,1
A14,24,A33,newCar,717,A65,A75,4,male,none,4,car,54,none,own,2,skilled,1,yes,yes,1
A12,9,A32,newCar,1549,A65,A72,4,male,none,2,realState,35,none,own,1,unemployed,1,none,yes,1
A14,24,A34,education,1597,A61,A75,4,male,none,4,unknown,54,none,free,2,skilled,2,none,yes,1
A12,18,A34,television,1795,A61,A75,3,female,guarantor,4,realState,48,bank,rent,2,unskilled,1,yes,yes,1
A11,20,A34,furniture,4272,A61,A75,1,female,none,4,lifeInsurance,24,none,own,2,skilled,1,none,yes,1
A14,12,A34,television,976,A65,A75,4,male,none,4,car,35,none,own,2,skilled,1,none,yes,1
A12,12,A32,newCar,7472,A65,A71,1,female,none,2,realState,24,none,rent,1,unemployed,1,none,yes,1
A11,36,A32,newCar,9271,A61,A74,2,male,none,1,car,24,none,own,1,skilled,1,yes,yes,2
A12,6,A32,television,590,A61,A72,3,male,none,3,realState,26,none,own,1,unskilled,1,none,no,1
A14,12,A34,television,930,A65,A75,4,male,none,4,realState,65,none,own,4,skilled,1,none,yes,1
A12,42,A31,oldCar,9283,A61,A71,1,male,none,2,unknown,55,bank,free,1,management,1,yes,yes,1
A12,15,A30,newCar,1778,A61,A72,2,female,none,1,realState,26,none,rent,2,unemployed,1,none,yes,2
A12,8,A32,A49,907,A61,A72,3,male,none,2,realState,26,none,own,1,skilled,1,yes,yes,1
A12,6,A32,television,484,A61,A74,3,male,guarantor,3,realState,28,bank,own,1,unskilled,1,none,yes,1
A11,36,A34,oldCar,9629,A61,A74,4,male,none,4,car,24,none,own,2,skilled,1,yes,yes,2
A11,48,A32,domestic,3051,A61,A73,3,male,none,4,car,54,none,own,1,skilled,1,none,yes,2
A11,48,A32,newCar,3931,A61,A74,4,male,none,4,unknown,46,none,free,1,skilled,2,none,yes,2
A12,36,A33,newCar,7432,A61,A73,2,female,none,2,lifeInsurance,54,none,rent,1,skilled,1,none,yes,1
A14,6,A32,domestic,1338,A63,A73,1,male,none,4,realState,62,none,own,1,skilled,1,none,yes,1
A14,6,A34,television,1554,A61,A74,1,female,none,2,car,24,none,rent,2,skilled,1,yes,yes,1
A11,36,A32,other,15857,A61,A71,2,male,coApplicant,3,car,43,none,own,1,management,1,none,yes,1
A11,18,A32,television,1345,A61,A73,4,male,none,3,realState,26,bank,own,1,skilled,1,none,yes,2
A14,12,A32,newCar,1101,A61,A73,3,male,none,2,realState,27,none,own,2,skilled,1,yes,yes,1
A13,12,A32,television,3016,A61,A73,3,male,none,1,car,24,none,own,1,skilled,1,none,yes,1
A11,36,A32,furniture,2712,A61,A75,2,male,none,2,lifeInsurance,41,bank,own,1,skilled,2,none,yes,2
A11,8,A34,newCar,731,A61,A75,4,male,none,4,realState,47,none,own,2,unskilled,1,none,yes,1
A14,18,A34,furniture,3780,A61,A72,3,male,none,2,car,35,none,own,2,management,1,yes,yes,1
A11,21,A34,newCar,1602,A61,A75,4,male,none,3,car,30,none,own,2,skilled,1,yes,yes,1
A11,18,A34,newCar,3966,A61,A75,1,female,none,4,realState,33,bank,rent,3,skilled,1,yes,yes,2
A14,18,A30,A49,4165,A61,A73,2,male,none,2,car,36,stores,own,2,skilled,2,none,yes,2
A11,36,A32,oldCar,8335,A65,A75,3,male,none,4,unknown,47,none,free,1,skilled,1,none,yes,2
A12,48,A33,A49,6681,A65,A73,4,male,none,4,unknown,38,none,free,1,skilled,2,yes,yes,1
A14,24,A33,A49,2375,A63,A73,4,male,none,2,car,44,none,own,2,skilled,2,yes,yes,1
A11,18,A32,newCar,1216,A61,A72,4,female,none,3,car,23,none,rent,1,skilled,1,yes,yes,2
A11,45,A30,A49,11816,A61,A75,2,male,none,4,car,29,none,rent,2,skilled,1,none,yes,2
A12,24,A32,television,5084,A65,A75,2,female,none,4,car,42,none,own,1,skilled,1,yes,yes,1
A13,15,A32,television,2327,A61,A72,2,female,none,3,realState,25,none,own,1,unskilled,1,none,yes,2
A11,12,A30,newCar,1082,A61,A73,4,male,none,4,car,48,bank,own,2,skilled,1,none,yes,2
A14,12,A32,television,886,A65,A73,4,female,none,2,car,21,none,own,1,skilled,1,none,yes,1
A14,4,A32,furniture,601,A61,A72,1,female,none,3,realState,23,none,rent,1,unskilled,2,none,yes,1
A11,24,A34,oldCar,2957,A61,A75,4,male,none,4,lifeInsurance,63,none,own,2,skilled,1,yes,yes,1
A14,24,A34,television,2611,A61,A75,4,male,coApplicant,3,realState,46,none,own,2,skilled,1,none,yes,1
A11,36,A32,furniture,5179,A61,A74,4,male,none,2,lifeInsurance,29,none,own,1,skilled,1,none,yes,2
A14,21,A33,oldCar,2993,A61,A73,3,male,none,2,realState,28,stores,own,2,unskilled,1,none,yes,1
A14,18,A32,repairs,1943,A61,A72,4,female,none,4,realState,23,none,own,1,skilled,1,none,yes,2
A14,24,A31,A49,1559,A61,A74,4,male,none,4,car,50,bank,own,1,skilled,1,yes,yes,1
A14,18,A32,furniture,3422,A61,A75,4,male,none,4,lifeInsurance,47,bank,own,3,skilled,2,yes,yes,1
A12,21,A32,furniture,3976,A65,A74,2,male,none,3,car,35,none,own,1,skilled,1,yes,yes,1
A14,18,A32,newCar,6761,A65,A73,2,male,none,4,car,68,none,rent,2,skilled,1,none,yes,2
A14,24,A32,newCar,1249,A61,A72,4,male,none,2,realState,28,none,own,1,skilled,1,none,yes,1
A11,9,A32,television,1364,A61,A74,3,male,none,4,realState,59,none,own,1,skilled,1,none,yes,1
A11,12,A32,television,709,A61,A75,4,male,none,4,realState,57,stores,own,1,unskilled,1,none,yes,2
A11,20,A34,newCar,2235,A61,A73,4,male,guarantor,2,lifeInsurance,33,bank,rent,2,skilled,1,none,no,2
A14,24,A34,oldCar,4042,A65,A74,3,male,none,4,lifeInsurance,43,none,own,2,skilled,1,yes,yes,1
A14,15,A34,television,1471,A61,A73,4,male,none,4,unknown,35,none,free,2,skilled,1,yes,yes,1
A11,18,A31,newCar,1442,A61,A74,4,male,none,4,unknown,32,none,free,2,unskilled,2,none,yes,2
A14,36,A33,newCar,10875,A61,A75,2,male,none,2,car,45,none,own,2,skilled,2,yes,yes,1
A14,24,A32,newCar,1474,A62,A72,4,male,none,3,realState,33,none,own,1,skilled,1,yes,yes,1
A14,10,A32,retraining,894,A65,A74,4,female,none,3,lifeInsurance,40,none,own,1,skilled,1,yes,yes,1
A14,15,A34,furniture,3343,A61,A73,4,male,none,2,unknown,28,none,free,1,skilled,1,yes,yes,1
A11,15,A32,newCar,3959,A61,A73,3,female,none,2,lifeInsurance,29,none,own,1,skilled,1,yes,yes,2
A14,9,A32,newCar,3577,A62,A73,1,male,guarantor,2,realState,26,none,rent,1,skilled,2,none,no,1
A14,24,A34,oldCar,5804,A64,A73,4,male,none,2,realState,27,none,own,2,skilled,1,none,yes,1
A14,18,A33,A49,2169,A61,A73,4,male,none,2,car,28,none,own,1,skilled,1,yes,yes,2
A11,24,A32,television,2439,A61,A72,4,female,none,4,realState,35,none,own,1,skilled,1,yes,yes,2
A14,27,A34,furniture,4526,A64,A72,4,male,none,2,realState,32,stores,own,2,unskilled,2,yes,yes,1
A14,10,A32,furniture,2210,A61,A73,2,male,none,2,realState,25,bank,rent,1,unskilled,1,none,yes,2
A14,15,A32,furniture,2221,A63,A73,2,female,none,4,car,20,none,rent,1,skilled,1,none,yes,1
A11,18,A32,television,2389,A61,A72,4,female,none,1,car,27,stores,own,1,skilled,1,none,yes,1
A14,12,A34,furniture,3331,A61,A75,2,male,none,4,lifeInsurance,42,stores,own,1,skilled,1,none,yes,1
A14,36,A32,A49,7409,A65,A75,3,male,none,2,lifeInsurance,37,none,own,2,skilled,1,none,yes,1
A11,12,A32,furniture,652,A61,A75,4,female,none,4,lifeInsurance,24,none,rent,1,skilled,1,none,yes,1
A14,36,A33,furniture,7678,A63,A74,2,female,none,4,car,40,none,own,2,skilled,1,yes,yes,1
A13,6,A34,newCar,1343,A61,A75,1,male,none,4,realState,46,none,own,2,skilled,2,none,no,1
A11,24,A34,A49,1382,A62,A74,4,male,none,1,realState,26,none,own,2,skilled,1,yes,yes,1
A14,15,A32,domestic,874,A65,A72,4,female,none,1,realState,24,none,own,1,skilled,1,none,yes,1
A11,12,A32,furniture,3590,A61,A73,2,male,coApplicant,2,lifeInsurance,29,none,own,1,unskilled,2,none,yes,1
A12,11,A34,newCar,1322,A64,A73,4,female,none,4,car,40,none,own,2,skilled,1,none,yes,1
A11,18,A31,television,1940,A61,A72,3,male,coApplicant,4,unknown,36,bank,free,1,management,1,yes,yes,1
A14,36,A32,television,3595,A61,A75,4,male,none,2,car,28,none,own,1,skilled,1,none,yes,1
A11,9,A32,newCar,1422,A61,A72,3,male,none,2,unknown,27,none,free,1,management,1,yes,yes,2
A14,30,A34,television,6742,A65,A74,2,male,none,3,lifeInsurance,36,none,own,2,skilled,1,none,yes,1
A14,24,A32,oldCar,7814,A61,A74,3,male,none,3,car,38,none,own,1,management,1,yes,yes,1
A14,24,A32,oldCar,9277,A65,A73,2,male,none,4,unknown,48,none,free,1,skilled,1,yes,yes,1
A12,30,A34,newCar,2181,A65,A75,4,male,none,4,realState,36,none,own,2,skilled,1,none,yes,1
A14,18,A34,television,1098,A61,A71,4,female,none,4,car,65,none,own,2,unemployed,1,none,yes,1
A12,24,A32,furniture,4057,A61,A74,3,male,none,3,car,43,none,own,1,skilled,1,yes,yes,2
A11,12,A32,education,795,A61,A72,4,female,none,4,lifeInsurance,53,none,own,1,skilled,1,none,yes,2
A12,24,A34,A49,2825,A65,A74,4,male,none,3,unknown,34,none,own,2,skilled,2,yes,yes,1
A12,48,A32,A49,15672,A61,A73,2,male,none,2,car,23,none,own,1,skilled,1,yes,yes,2
A14,36,A34,newCar,6614,A61,A75,4,male,none,4,car,34,none,own,2,management,1,yes,yes,1
A14,28,A31,oldCar,7824,A65,A72,3,male,guarantor,4,realState,40,bank,rent,2,skilled,2,yes,yes,1
A11,27,A34,A49,2442,A61,A75,4,male,none,4,car,43,stores,own,4,management,2,yes,yes,1
A14,15,A34,television,1829,A61,A75,4,male,none,4,car,46,none,own,2,skilled,1,yes,yes,1
A11,12,A34,newCar,2171,A61,A73,4,male,none,4,lifeInsurance,38,bank,own,2,unskilled,1,none,no,1
A12,36,A34,oldCar,5800,A61,A73,3,male,none,4,car,34,none,own,2,skilled,1,yes,yes,1
A14,18,A34,television,1169,A65,A73,4,male,none,3,lifeInsurance,29,none,own,2,skilled,1,yes,yes,1
A14,36,A33,oldCar,8947,A65,A74,3,male,none,2,car,31,stores,own,1,management,2,yes,yes,1
A11,21,A32,television,2606,A61,A72,4,female,none,4,lifeInsurance,28,none,rent,1,management,1,yes,yes,1
A14,12,A34,furniture,1592,A64,A74,3,female,none,2,lifeInsurance,35,none,own,1,skilled,1,none,no,1
A14,15,A32,furniture,2186,A65,A74,1,female,none,4,realState,33,bank,rent,1,unskilled,1,none,yes,1
A11,18,A32,furniture,4153,A61,A73,2,male,coApplicant,3,car,42,none,own,1,skilled,1,none,yes,2
A11,16,A34,newCar,2625,A61,A75,2,male,guarantor,4,lifeInsurance,43,bank,rent,1,skilled,1,yes,yes,2
A14,20,A34,newCar,3485,A65,A72,2,male,none,4,realState,44,none,own,2,skilled,1,yes,yes,1
A14,36,A34,oldCar,10477,A65,A75,2,male,none,4,unknown,42,none,free,2,skilled,1,none,yes,1
A14,15,A32,television,1386,A65,A73,4,male,none,2,realState,40,none,rent,1,skilled,1,yes,yes,1
A14,24,A32,television,1278,A61,A75,4,male,none,1,realState,36,none,own,1,management,1,yes,yes,1
A11,12,A32,television,1107,A61,A73,2,male,none,2,realState,20,none,rent,1,management,2,yes,yes,1
A11,21,A32,newCar,3763,A65,A74,2,male,coApplicant,2,realState,24,none,own,1,unskilled,1,none,no,1
A12,36,A32,education,3711,A65,A73,2,male,none,2,car,27,none,own,1,skilled,1,none,yes,1
A14,15,A33,oldCar,3594,A61,A72,1,female,none,2,lifeInsurance,46,none,own,2,unskilled,1,none,yes,1
A12,9,A32,newCar,3195,A65,A73,1,female,none,2,realState,33,none,own,1,unskilled,1,none,yes,1
A14,36,A33,television,4454,A61,A73,4,female,none,4,realState,34,none,own,2,skilled,1,none,yes,1
A12,24,A34,furniture,4736,A61,A72,2,female,none,4,car,25,bank,own,1,unskilled,1,none,yes,2
A12,30,A32,television,2991,A65,A75,2,female,none,4,car,25,none,own,1,skilled,1,none,yes,1
A14,11,A32,A49,2142,A64,A75,1,male,none,2,realState,28,none,own,1,skilled,1,yes,yes,1
A11,24,A31,A49,3161,A61,A73,4,male,none,2,lifeInsurance,31,none,rent,1,skilled,1,yes,yes,2
A12,48,A30,other,18424,A61,A73,1,female,none,2,lifeInsurance,32,bank,own,1,management,1,yes,no,2
A14,10,A32,oldCar,2848,A62,A73,1,male,coApplicant,2,realState,32,none,own,1,skilled,2,none,yes,1
A11,6,A32,newCar,14896,A61,A75,1,male,none,4,unknown,68,bank,own,1,management,1,yes,yes,2
A11,24,A32,furniture,2359,A62,A71,1,male,none,1,lifeInsurance,33,none,own,1,skilled,1,none,yes,2
A11,24,A32,furniture,3345,A61,A75,4,male,none,2,lifeInsurance,39,none,rent,1,management,1,yes,yes,2
A14,18,A34,furniture,1817,A61,A73,4,female,none,2,unknown,28,none,own,2,skilled,1,none,yes,1
A14,48,A33,television,12749,A63,A74,4,male,none,1,car,37,none,own,1,management,1,yes,yes,1
A11,9,A32,television,1366,A61,A72,3,female,none,4,lifeInsurance,22,none,rent,1,skilled,1,none,yes,2
A12,12,A32,newCar,2002,A61,A74,3,male,none,4,lifeInsurance,30,none,rent,1,skilled,2,yes,yes,1
A11,24,A31,furniture,6872,A61,A72,2,male,none,1,lifeInsurance,55,bank,own,1,skilled,1,yes,yes,2
A11,12,A31,newCar,697,A61,A72,4,male,none,2,car,46,bank,own,2,skilled,1,yes,yes,2
A11,18,A34,furniture,1049,A61,A72,4,female,none,4,lifeInsurance,21,none,rent,1,skilled,1,none,yes,1
A11,48,A32,oldCar,10297,A61,A74,4,male,none,4,unknown,39,stores,free,3,skilled,2,yes,yes,2
A14,30,A32,television,1867,A65,A75,4,male,none,4,car,58,none,own,1,skilled,1,yes,yes,1
A11,12,A33,newCar,1344,A61,A73,4,male,none,2,realState,43,none,own,2,unskilled,2,none,yes,1
A11,24,A32,furniture,1747,A61,A72,4,male,coApplicant,1,lifeInsurance,24,none,own,1,unskilled,1,none,no,1
A12,9,A32,television,1670,A61,A72,4,female,none,2,car,22,none,own,1,skilled,1,yes,yes,2
A14,9,A34,newCar,1224,A61,A73,3,male,none,1,realState,30,none,own,2,skilled,1,none,yes,1
A14,12,A34,television,522,A63,A75,4,male,none,4,lifeInsurance,42,none,own,2,skilled,2,yes,yes,1
A11,12,A32,television,1498,A61,A73,4,female,none,1,car,23,bank,own,1,skilled,1,none,yes,1
A12,30,A33,television,1919,A62,A72,4,male,none,3,unknown,30,stores,own,2,management,1,none,yes,2
A13,9,A32,television,745,A61,A73,3,female,none,2,realState,28,none,own,1,unskilled,1,none,yes,2
A12,6,A32,television,2063,A61,A72,4,male,none,3,car,30,none,rent,1,management,1,yes,yes,1
A12,60,A32,education,6288,A61,A73,4,male,none,4,unknown,42,none,free,1,skilled,1,none,yes,2
A14,24,A34,oldCar,6842,A65,A73,2,male,none,4,lifeInsurance,46,none,own,2,management,2,yes,yes,1
A14,12,A32,newCar,3527,A65,A72,2,male,none,3,lifeInsurance,45,none,own,1,management,2,yes,yes,1
A14,10,A32,newCar,1546,A61,A73,3,male,none,2,realState,31,none,own,1,unskilled,2,none,no,1
A14,24,A32,furniture,929,A65,A74,4,male,none,2,car,31,stores,own,1,skilled,1,yes,yes,1
A14,4,A34,newCar,1455,A61,A74,2,male,none,1,realState,42,none,own,3,unskilled,2,none,yes,1
A11,15,A32,furniture,1845,A61,A72,4,female,guarantor,1,lifeInsurance,46,none,rent,1,skilled,1,none,yes,1
A12,48,A30,newCar,8358,A63,A72,1,female,none,1,car,30,none,own,2,skilled,1,none,yes,1
A11,24,A31,furniture,3349,A63,A72,4,male,none,4,unknown,30,none,free,1,skilled,2,yes,yes,2
A14,12,A32,newCar,2859,A65,A71,4,male,none,4,unknown,38,none,own,1,management,1,yes,yes,1
A14,18,A32,furniture,1533,A61,A72,4,male,coApplicant,1,lifeInsurance,43,none,own,1,unskilled,2,none,yes,2
A14,24,A32,television,3621,A62,A75,2,male,none,4,car,31,none,own,2,skilled,1,none,yes,2
A12,18,A34,A49,3590,A61,A71,3,male,none,3,car,40,none,own,3,unemployed,2,yes,yes,1
A11,36,A33,A49,2145,A61,A74,2,male,none,1,car,24,none,own,2,skilled,1,yes,yes,2
A12,24,A32,oldCar,4113,A63,A72,3,female,none,4,car,28,none,rent,1,skilled,1,none,yes,2
A14,36,A32,furniture,10974,A61,A71,4,female,none,2,car,26,none,own,2,management,1,yes,yes,2
A11,12,A32,newCar,1893,A61,A73,4,female,guarantor,4,lifeInsurance,29,none,own,1,skilled,1,yes,yes,1
A11,24,A34,television,1231,A64,A75,4,female,none,4,lifeInsurance,57,none,rent,2,management,1,yes,yes,1
A13,30,A34,television,3656,A65,A75,4,male,none,4,lifeInsurance,49,stores,own,2,unskilled,1,none,yes,1
A12,9,A34,television,1154,A61,A75,2,male,none,4,realState,37,none,own,3,unskilled,1,none,yes,1
A11,28,A32,newCar,4006,A61,A73,3,male,none,2,car,45,none,own,1,unskilled,1,none,yes,2
A12,24,A32,furniture,3069,A62,A75,4,male,none,4,unknown,30,none,free,1,skilled,1,none,yes,1
A14,6,A34,television,1740,A61,A75,2,male,none,2,realState,30,none,rent,2,skilled,1,none,yes,1
A12,21,A33,newCar,2353,A61,A73,1,male,none,4,lifeInsurance,47,none,own,2,skilled,1,none,yes,1
A14,15,A32,newCar,3556,A65,A73,3,male,none,2,unknown,29,none,own,1,skilled,1,none,yes,1
A14,24,A32,television,2397,A63,A75,3,male,none,2,car,35,bank,own,2,skilled,1,yes,yes,2
A12,6,A32,repairs,454,A61,A72,3,male,none,1,lifeInsurance,22,none,own,1,unskilled,1,none,yes,1
A12,30,A32,television,1715,A65,A73,4,female,none,1,car,26,none,own,1,skilled,1,none,yes,1
A12,27,A34,television,2520,A63,A73,4,male,none,2,lifeInsurance,23,none,own,2,unskilled,1,none,yes,2
A14,15,A32,television,3568,A61,A75,4,female,none,2,car,54,bank,rent,1,management,1,yes,yes,1
A14,42,A32,television,7166,A65,A74,2,male,none,4,lifeInsurance,29,none,rent,1,skilled,1,yes,yes,1
A11,11,A34,newCar,3939,A61,A73,1,male,none,2,realState,40,none,own,2,unskilled,2,none,yes,1
A12,15,A32,repairs,1514,A62,A73,4,male,guarantor,2,realState,22,none,own,1,skilled,1,none,yes,1
A14,24,A32,newCar,7393,A61,A73,1,male,none,4,lifeInsurance,43,none,own,1,unskilled,2,none,yes,1
A11,24,A31,newCar,1193,A61,A71,1,female,coApplicant,4,unknown,29,none,rent,2,unemployed,1,none,yes,2
A11,60,A32,A49,7297,A61,A75,4,male,coApplicant,4,unknown,36,none,rent,1,skilled,1,none,yes,2
A14,30,A34,television,2831,A61,A73,4,female,none,2,car,33,none,own,1,skilled,1,yes,yes,1
A13,24,A32,television,1258,A63,A73,3,female,none,3,car,57,none,own,1,unskilled,1,none,yes,1
A12,6,A32,television,753,A61,A73,2,female,guarantor,3,realState,64,none,own,1,skilled,1,none,yes,1
A12,18,A33,A49,2427,A65,A75,4,male,none,2,lifeInsurance,42,none,own,2,skilled,1,none,yes,1
A14,24,A33,newCar,2538,A61,A75,4,male,none,4,car,47,none,own,2,unskilled,2,none,yes,2
A12,15,A31,newCar,1264,A62,A73,2,male,none,2,lifeInsurance,25,none,rent,1,skilled,1,none,yes,2
A12,30,A34,furniture,8386,A61,A74,2,male,none,2,lifeInsurance,49,none,own,1,skilled,1,none,yes,2
A14,48,A32,A49,4844,A61,A71,3,male,none,2,car,33,bank,rent,1,management,1,yes,yes,2
A13,21,A32,newCar,2923,A62,A73,1,female,none,1,car,28,bank,own,1,management,1,yes,yes,1
A11,36,A32,oldCar,8229,A61,A73,2,male,none,2,lifeInsurance,26,none,own,1,skilled,2,none,yes,2
A14,24,A34,furniture,2028,A61,A74,2,male,none,2,lifeInsurance,30,none,own,2,unskilled,1,none,yes,1
A11,15,A34,furniture,1433,A61,A73,4,female,none,3,lifeInsurance,25,none,rent,2,skilled,1,none,yes,1
A13,42,A30,A49,6289,A61,A72,2,male,none,1,lifeInsurance,33,none,own,2,skilled,1,none,yes,1
A14,13,A32,television,1409,A62,A71,2,female,none,4,realState,64,none,own,1,skilled,1,none,yes,1
A11,24,A32,oldCar,6579,A61,A71,4,male,none,2,unknown,29,none,free,1,management,1,yes,yes,1
A12,24,A34,television,1743,A61,A75,4,male,none,2,lifeInsurance,48,none,own,2,unskilled,1,none,yes,1
A14,12,A34,education,3565,A65,A72,2,male,none,1,lifeInsurance,37,none,own,2,unskilled,2,none,yes,1
A14,15,A31,television,1569,A62,A75,4,male,none,4,car,34,bank,own,1,unskilled,2,none,yes,1
A11,18,A32,television,1936,A65,A74,2,male,none,4,car,23,none,rent,2,unskilled,1,none,yes,1
A11,36,A32,furniture,3959,A61,A71,4,male,none,3,lifeInsurance,30,none,own,1,management,1,yes,yes,1
A14,12,A32,newCar,2390,A65,A75,4,male,none,3,car,50,none,own,1,skilled,1,yes,yes,1
A14,12,A32,furniture,1736,A61,A74,3,female,none,4,realState,31,none,own,1,unskilled,1,none,yes,1
A11,30,A32,oldCar,3857,A61,A73,4,male,none,4,lifeInsurance,40,none,own,1,management,1,yes,yes,1
A14,12,A32,television,804,A61,A75,4,male,none,4,car,38,none,own,1,skilled,1,none,yes,1
A11,45,A32,television,1845,A61,A73,4,male,none,4,unknown,23,none,free,1,skilled,1,yes,yes,2
A12,45,A34,oldCar,4576,A62,A71,3,male,none,4,car,27,none,own,1,skilled,1,none,yes,1
